Source,Target,Category,Weight
Camille Huysmans,Marcel Lefèvre,MA-subj,1
Camille Huysmans,Mlle de Lantsheere,MA-subj,1
Camille Huysmans,Mlles Burtanbourg,MA-subj,1
Camille Huysmans,Mme Jadin,MA-subj,1
Camille Huysmans,Mme Jane de Real,MA-subj,1
Camille Huysmans,Mosdije,MineSouriante,1
Camille Huysmans,Moureau,MA-subj,1
Camille Huysmans,Oscar Biltiau,MA-subj,1
Camille Huysmans,P. Waefelaer,MA-subj,1
Camille Huysmans,Philo Regnier,MA-subj,1
Camille Huysmans,Piron,MA-subj,1
Camille Huysmans,Poullet,MineSouriante,1
Camille Huysmans,Ray Doehard,MA-subj,1
Camille Huysmans,René Piccolo,MA-subj,1
Camille Huysmans,Roméo Dumoulin,MineSouriante,1
Camille Huysmans,Scouflaire,MineSouriante,1
Camille Huysmans,Signoret,MineSouriante,1
Camille Huysmans,Soupart,MA-subj,1
Camille Huysmans,Souveine,MA-subj,1
Camille Huysmans,T. Raemackers,MA-subj,1
Camille Huysmans,Van Assche,MA-subj,1
Camille Huysmans,Van Beuren,MineSouriante,1
Camille Huysmans,Van Cleemput,MineSouriante,1
Camille Huysmans,Van Laer,MA-subj,1
Camille Huysmans,Van der Elst,MineSouriante,1
Camille Huysmans,Victor 'T Sas,MineSouriante,1
Camille Huysmans,Victor Waegelaer,MA-subj,1
Camille Huysmans,Wilcar,MineSouriante,1
Camille Huysmans,de Froidcourt,MineSouriante,1
Camille Huysmans,l'échevin Blum,MA-subj,1
Cantillon,Coelst,MA-subj,1
Cantillon,Colruyt,MA-subj,1
Cantillon,Daniel Regnier,MA-subj,1
Cantillon,Franz Dezwaef,MA-subj,1
Cantillon,Frirque,MA-subj,1
Cantillon,Joachim,MA-subj,1
Cantillon,Laesberg,MA-subj,1
Cantillon,Marcel Achard,MA-subj,1
Cantillon,Marcel Antoine,MA-subj,1
Cantillon,Rickal,MA-subj,1
Cantillon,Van Beneden,MA-subj,1
Captain Richard Evans,G .W .,Radio,1
Captain Richard Evans,James H. Boyer,Radio,1
Captain Richard Evans,Marcel Antoine,Radio,1
Captain Richard Evans,Marthe Coeck,Radio,1
Captain Richard Evans,Raymond Heux,Radio,1
Captain Richard Evans,Rosa Lagasse,Radio,1
Captain Richard Evans,Simone Lepage,Radio,1
Captain Richard Evans,Yvon De Bie,Radio,1
Capucine,Dratz,MineSouriante,1
Capucine,Fédéri,MineSouriante,1
Capucine,Gus,MineSouriante,1
Capucine,Horn,MineSouriante,1
Capucine,J.-J. Martin,MineSouriante,1
Capucine,Janssens,MineSouriante,1
Capucine,Jules-Marie Canneel,MineSouriante,1
Capucine,Kari,MineSouriante,1
Capucine,Lucien Cooremans,MineSouriante,1
Capucine,Marcel Antoine,MineSouriante,1
Capucine,Martin,MineSouriante,1
Capucine,Moncassel,MineSouriante,1
Capucine,O. Siniaver,MineSouriante,1
Capucine,Pouzet,MineSouriante,1
Capucine,Rali,MineSouriante,1
Capucine,Ray Mu,MineSouriante,1
Capucine,Scouflaire,MineSouriante,1
Capucine,Serge Creuz,MineSouriante,1
Capucine,Tenaz,MineSouriante,1
Capucine,Van der Stijlac,MineSouriante,1
Cardadana,Charles Peggy,MineSouriante,1
Cardadana,De Marchi,MineSouriante,1
Cardadana,Degroux,MineSouriante,1
Cardadana,Denise Beeli,MineSouriante,1
Cardadana,Gosset,MineSouriante,1
Cardadana,Hellemans,MineSouriante,1
Cardadana,Henderyckx,MineSouriante,1
Cardadana,Henri Lemaire,MineSouriante,1
Cardadana,Hovine,MineSouriante,1
Cardadana,Jean Ancia,MineSouriante,1
Cardadana,Jean Dratz,MineSouriante,1
Cardadana,Jean-Emile,MineSouriante,1
Cardadana,Jules Lempereur,MineSouriante,1
Cardadana,Jules-Marie Canneel,MineSouriante,1
Cardadana,Mady Purnode,MineSouriante,1
Cardadana,Marcel Antoine,MineSouriante,1
Cardadana,Mister Van,MineSouriante,1
Cardadana,Mlle Suzy Lova,MineSouriante,1
Cardadana,Paul Leclercq,MineSouriante,1
Cardadana,Rali,MineSouriante,1
Cardadana,Richard Dupierreux,MineSouriante,1
Cardadana,Slagmolen,MineSouriante,1
Cardadana,Van Cleemput,MineSouriante,1
Cardadana,Vanderstraeten,MineSouriante,1
Cardadana,Victor 'T Sas,MineSouriante,1
Cardadana,Victor Duquesne,MineSouriante,1
Cardadana,Wilcar,MineSouriante,1
Carion,Colruyt,MA-subj,1
Carion,Léo Drix,MA-subj,1
Carion,Marcel Antoine,MA-subj,1
Carion,Mlle Derville,MA-subj,1
Carion,René Piccolo,MA-subj,1
Carion,Robert Jonckheere,MA-subj,1
Carion,Van Beneden,MA-subj,1
Carion,Van Hyfte,MA-subj,1
Carlier,Dany Walter,MA-subj,1
Carlier,G. Etienne,MA-subj,1
Carlier,J. Lippe,MA-subj,1
Carlier,Jane Tony,MA-subj,1
Carlier,Jules-Marie Canneel,MA-subj,1
Carlier,Marcel Antoine,MA-subj,1
Carlier,P. Polof,MA-subj,1
Carlo Carldana,Denise Beeli,MineSouriante,1
Carlo Carldana,Ferdinand Janson,MineSouriante,1
Carlo Carldana,Gaston Chandry,MineSouriante,1
Carlo Carldana,Henderyckx,MineSouriante,1
Carlo Carldana,Henri Lemaire,MineSouriante,1
Carlo Carldana,Hymans,MineSouriante,1
Carlo Carldana,Jean Ancia,MineSouriante,1
Carlo Carldana,Jean-Emile,MineSouriante,1
Carlo Carldana,Jeanne Hovine,MineSouriante,1
Carlo Carldana,Jules Lempereur,MineSouriante,1
Carlo Carldana,Jules-Marie Canneel,MineSouriante,1
Carlo Carldana,Kupfferschlaeger,MineSouriante,1
Carlo Carldana,Lippens,MineSouriante,1
Carlo Carldana,Louis Lou,MineSouriante,1
Carlo Carldana,Léo Jo,MineSouriante,1
Carlo Carldana,Marcel Antoine,MineSouriante,1
Carlo Carldana,Marie Dubas,MineSouriante,1
Carlo Carldana,Max,MineSouriante,1
Carlo Carldana,MoroGiafferi,MineSouriante,1
Carlo Carldana,Nanreff,MineSouriante,1
Carlo Carldana,P. Gravez,MineSouriante,1
Carlo Carldana,Rali,MineSouriante,1
Carlo Carldana,Ray Ber,MineSouriante,1
Carlo Carldana,Raymond Berghmans,MineSouriante,1
Carlo Carldana,Robert Van der Straeten,MineSouriante,1
Carlo Carldana,Scouflaire,MineSouriante,1
Carlo Carldana,Spaak,MineSouriante,1
Carlo Carldana,Strasyeny,MineSouriante,1
Carlo Carldana,Van Cleemput,MineSouriante,1
Carlo Carldana,Victor 'T Sas,MineSouriante,1
Carlo Carldana,Victor De Groux,MineSouriante,1
Carlo Carldana,Wilcar,MineSouriante,1
Carlo Carldana,comte van der Burgh,MineSouriante,1
Carty,Dany Walter,MA-subj,1
Carty,Dix Dix,MA-subj,1
Carty,Fred Larry,MA-subj,1
Carty,Georges Rex,MA-subj,1
Carty,Iliona,MA-subj,1
Carty,Jackie Master,MA-subj,1
Carty,Je et G . Chaud,MA-subj,1
Carty,Jean Suis,MA-subj,1
Carty,Joe Caplin,MA-subj,1
Carty,Lily Tambour,MA-subj,1
Carty,M . Boland,MA-subj,1
Carty,Marcel Antoine,MA-subj,1
Carty,René Tolmar,MA-subj,1
Carty,Réne Ramlot,MA-subj,1
Cathala,Collyns,MA-subj,1
Cathala,Communi,MA-subj,1
Cathala,Corthacls,MA-subj,1
Cathala,Courtin,MA-subj,1
Cathala,Damman,MA-subj,1
Cathala,Deisser,MA-subj,1
Cathala,Drieghe,MA-subj,1
Cathala,Duval,MA-subj,1
Cathala,G. Michel,MA-subj,1
Cathala,Gilliams,MA-subj,1
Cathala,Hartjens,MA-subj,1
Cathala,Janssens,MA-subj,1
Cathala,Legaeite,MA-subj,1
Cathala,Lemonnier,MA-subj,1
Cathala,Louwette,MA-subj,1
Cathala,Lucien Cooremans,MA-subj,1
Cathala,Léon Coeckelbergh,MA-subj,1
Cathala,Marcel Antoine,MA-subj,1
Cathala,Materne,MA-subj,1
Cathala,Max,MA-subj,1
Cathala,Meeus,MA-subj,1
Cathala,Mestag,MA-subj,1
Cathala,Mousset,MA-subj,1
Cathala,Peten,MA-subj,1
Cathala,Provis,MA-subj,1
Cathala,Rettig,MA-subj,1
Cathala,Solvay,MA-subj,1
Cathala,Stern,MA-subj,1
Cathala,Van Loo,MA-subj,1
Cathala,Villers,MA-subj,1
Chain,Coppois,MineSouriante,1
Chain,Cracco,MineSouriante,1
Chain,Creuz,MineSouriante,1
Chain,Deschamps,MineSouriante,1
Chain,Dessart,MineSouriante,1
Chain,Faisant,MineSouriante,1
Chain,Ferrari,MineSouriante,1
Chain,Folon,MineSouriante,1
Chain,Henri Lemaire,MineSouriante,1
Chain,Horn,MineSouriante,1
Chain,J. Lippe,MineSouriante,1
Chain,Jean Ancia,MineSouriante,1
Chain,Jean-Ceaude,MineSouriante,1
Chain,Jean-Marie de Ronchène,MineSouriante,1
Chain,Jules-Marie Canneel,MineSouriante,1
Chain,Karl,MineSouriante,1
Chain,Lem,MineSouriante,1
Chain,Liedel,MineSouriante,1
Chain,Lucien Cooremans,MineSouriante,1
Chain,Marcel Antoine,MineSouriante,1
Chain,Marinùs,MineSouriante,1
Chain,Martin,MineSouriante,1
Chain,Mister Van,MineSouriante,1
Chain,Mlle Arlette Vincent,MineSouriante,1
Chain,Mlle Delepine,MineSouriante,1
Chain,Mme Van den Heuvel,MineSouriante,1
Chain,Moncassel,MineSouriante,1
Chain,Movet,MineSouriante,1
Chain,Noskoff,MineSouriante,1
Chain,O. Siniaver,MineSouriante,1
Chain,Ochs,MineSouriante,1
Chain,Paul,MineSouriante,1
Chain,Paul Leclercq,MineSouriante,1
Chain,Quiévreux,MineSouriante,1
Chain,Ray Mu,MineSouriante,1
Chain,René Dewaele,MineSouriante,1
Chain,Robert Carlier,MineSouriante,1
Chain,Schaelkens,MineSouriante,1
Chain,Scouflaire,MineSouriante,1
Chain,Siné,MineSouriante,1
Chain,Soler,MineSouriante,1
Chain,Sprumont,MineSouriante,1
Chain,Tenax,MineSouriante,1
Chain,Van Cleemput,MineSouriante,1
Chain,Vanderstraeten,MineSouriante,1
Chain,Victor De Haeck,MineSouriante,1
Chain,Walt Disney,MineSouriante,1
Chain,Williot,MineSouriante,1
Chain,de Prittwitz,MineSouriante,1
Chamfort,Marcel Antoine,Radio,1
Chamfort,Piron,Radio,1
Chamfort,Rabelais,Radio,1
Chapelinckx,De Marchi,MineSouriante,1
Chapelinckx,Elza Delbovier,MineSouriante,1
Chapelinckx,Ex,MineSouriante,1
Chapelinckx,Fernand Leane,MineSouriante,1
Chapelinckx,Gliesch,MineSouriante,1
Chapelinckx,Hellemans,MineSouriante,1
Chapelinckx,Hendrickx,MineSouriante,1
Chapelinckx,Jean-Emile,MineSouriante,1
Chapelinckx,Jules Lempereur,MineSouriante,1
Chapelinckx,Jules-Marie Canneel,MineSouriante,1
Chapelinckx,Klec,MineSouriante,1
Chapelinckx,Mady Purnode,MineSouriante,1
Chapelinckx,Marcel Antoine,MineSouriante,1
Chapelinckx,Max Moreau,MineSouriante,1
Chapelinckx,Moedyck,MineSouriante,1
Chapelinckx,Philippe Quersin,MineSouriante,1
Chapelinckx,Rali,MineSouriante,1
Chapelinckx,René Piccolo,MineSouriante,1
Chapelinckx,Tony Stiasteny,MineSouriante,1
Chapelinckx,Van Cleemput,MineSouriante,1
Chapelinckx,Victor 'T Sas,MineSouriante,1
Chapelinckx,de la Berge Fleurie,MineSouriante,1
Charlemagne,Denise Beeli,MineSouriante,1
Charlemagne,Ex,MineSouriante,1
Charlemagne,Guy Depierre,MineSouriante,1
Charlemagne,H. Kerels,MineSouriante,1
Charlemagne,Henderyckx,MineSouriante,1
Charlemagne,Henri Lemaire,MineSouriante,1
Charlemagne,James Ensor,MineSouriante,1
Charlemagne,Jean Ancia,MineSouriante,1
Charlemagne,Jean Dratz,MineSouriante,1
Charlemagne,Jean-Emile,MineSouriante,1
Charlemagne,Jules Lempereur,MineSouriante,1
Charlemagne,Jules-Marie Canneel,MineSouriante,1
Charlemagne,Lippens,MineSouriante,1
Charlemagne,Léo Jo,MineSouriante,1
Charlemagne,Marcel Antoine,MineSouriante,1
Charlemagne,Maurice Gauchez,MineSouriante,1
Charlemagne,Mister Van,MineSouriante,1
Charlemagne,Ochs,MineSouriante,1
Charlemagne,Paul Leclercq,MineSouriante,1
Charlemagne,Rali,MineSouriante,1
Charlemagne,Robert Van der Straeten,MineSouriante,1
Charlemagne,Scouflaire,MineSouriante,1
Charlemagne,Swyncop,MineSouriante,1
Charlemagne,Van Cleemput,MineSouriante,1
Charlemagne,Van Offelen,MineSouriante,1
Charlemagne,Ysaye,MineSouriante,1
Charles,Charles Profiter,MA-subj,1
Charles,Christiane Eymael,MA-subj,1
Charles,Clavert,MA-subj,1
Charles,Coppois,MA-subj,1
Charles,Denise Beeremans,MA-subj,1
Charles,Eugène Vanden Bossche,Radio,1
Charles,Faustus,Radio,1
Charles,Fernand François,Radio,1
Charles,Fontaine,MA-subj,1
Charles,Forthomme,Radio,1
Charles,Georges Antoine,MA-subj,1
Charles,Geroday,MA-subj,1
Charles,Guernier,Radio,1
Charles,Hélène 'T Sas,MA-subj,1
Charles,Jacqueline Moerman,MA-subj,1
Charles,Jeanne Tastenoye,MA-subj,1
Charles,Jules Lempereur,MA-subj,1
Charles,Levacque,MA-subj,1
Charles,Lippens,Radio,1
Charles,Marcel Antoine,MA-subj,2
Charles,Mathieu,MA-subj,1
Charles,Nelly Coupez,MA-subj,1
Charles,Odette Lhost,MA-subj,1
Charles,P. Polof,MA-subj,1
Charles,Raymond Rypens-Verhassel,MA-subj,1
Charles,René Calés,MA-subj,1
Charles,Ressier,MA-subj,1
Charles,Rubbens,MA-subj,1
Charles,Réne Ramlot,MA-subj,1
Charles,Siccard,MA-subj,1
Charles,Simonne Jacquet,MA-subj,1
Charles,Van Ingelghem,MA-subj,1
Charles,Vlotor Siccard,MA-subj,1
Charles,Willy Jacques,MA-subj,1
Charles,le lieutenant-colonel Pieren,MA-subj,1
Charles Bernard,Charles Peggy,MineSouriante,1
Charles Bernard,Claire Gérard,MA-subj,1
Charles Bernard,Degroux,MineSouriante,1
Charles Bernard,Demuyter,MA-subj,1
Charles Bernard,Ewbank,MA-subj,1
Charles Bernard,Ferdinand Janson,MineSouriante,1
Charles Bernard,Finet,MA-subj,1
Charles Bernard,Fontaine,MA-subj,1
Charles Bernard,G.,MineSouriante,1
Charles Bernard,Gaston Chandry,MineSouriante,2
Charles Bernard,Golstein,MA-subj,1
Charles Bernard,Gosset,MineSouriante,2
Charles Bernard,Hellemans,MineSouriante,1
Charles Bernard,Henderyckx,MineSouriante,1
Charles Bernard,Henri Lemaire,MineSouriante,1
Charles Bernard,Herman Bossaerts,MineSouriante,1
Charles Bernard,Hislaire,MA-subj,1
Charles Bernard,Hovine,MineSouriante,2
Charles Bernard,Hyppolite Daeye,MA-subj,1
Charles Bernard,Jean Ancia,MineSouriante,1
Charles Bernard,Jean Dess,MA-subj,1
Charles Bernard,Josette Longuehaleine,MineSouriante,1
Charles Bernard,Jules Gibet,MA-subj,1
Charles Bernard,Jules Lempereur,MineSouriante,1
Charles Bernard,Jules-Marie Canneel,MineSouriante,1
Charles Bernard,Keymolen,MineSouriante,1
Charles Bernard,Krumme,MA-subj,1
Charles Bernard,Leane,MineSouriante,2
Charles Bernard,Lily Bourget,MineSouriante,1
Charles Bernard,Louis Lou,MineSouriante,1
Charles Bernard,Louis Piérard,MA-subj,1
Charles Bernard,Louis Piérard,MineSouriante,3
Charles Bernard,Louis Van Cutsem,MineSouriante,1
Charles Bernard,Léon Coeckelbergh,MA-subj,1
Charles Bernard,Léon Degrelle,MineSouriante,1
Charles Bernard,Marcel Antoine,MA-subj,1
Charles Bernard,Marcel Antoine,MineSouriante,3
Charles Bernard,Massonaet,MA-subj,1
Charles Bernard,Mister Van,MineSouriante,1
Charles Bernard,Mlle Votron,MineSouriante,1
Charles Bernard,Mme Eugenia Buyko,MA-subj,1
Charles Bernard,Nie,MineSouriante,1
Charles Bernard,Paulus,MA-subj,1
Charles Bernard,Permeke,MineSouriante,1
Charles Bernard,Rali,MineSouriante,1
Charles Bernard,Ray Ber,MineSouriante,1
Charles Bernard,Ray Mu,MineSouriante,1
Charles Bernard,Richard Dupierreux,MineSouriante,2
Charles Bernard,Sander Pierron,MineSouriante,1
Charles Bernard,Scouflaire,MineSouriante,1
Charles Bernard,Slagmolen,MineSouriante,1
Charles Bernard,Sonia Mertens,MineSouriante,1
Charles Bernard,Tony Stiasteny,MineSouriante,1
Charles Bernard,Tytgat,MA-subj,1
Charles Bernard,Van Beuren,MineSouriante,1
Charles Bernard,Van Remoortel,MA-subj,1
Charles Bernard,Verboom,MA-subj,1
Charles Bernard,Victor 'T Sas,MineSouriante,1
Charles Bernard,Vossart,MineSouriante,1
Charles Bernard,Wilcar,MineSouriante,1
Charles Fonck,Cuvelier,MA-subj,1
Charles Fonck,Dr Lust,MA-subj,1
Charles Fonck,Fernand François,MA-subj,1
Charles Fonck,Marcel Antoine,MA-subj,2
Charles Fonck,Max,MA-subj,2
Charles Fonck,O. Goossens,MA-subj,2
Charles Fonck,P. Celis,MA-subj,1
Charles Fonck,Puttemans,MA-subj,1
Charles Fonck,Péruchet,MA-subj,1
Charles Fonck,Raymond Vaxelaire,MA-subj,1
Charles Fonck,Van Neck,MA-subj,1
Charles Fonck,le docteur Lust,MA-subj,1
Charles Hebblinck,Cromps,MA-subj,1
Charles Hebblinck,Dirck Lunembourg,MA-subj,1
Charles Hebblinck,Edouard Yves,MA-subj,1
Charles Hebblinck,Hellin,MA-subj,1
Charles Hebblinck,Julien Merckx,MA-subj,1
Charles Hebblinck,Julien Ponly,MA-subj,1
Charles Hebblinck,Léon Sanck,MA-subj,1
Charles Hebblinck,Marc Vanhille,MA-subj,1
Charles Hebblinck,Marcel Antoine,MA-subj,1
Charles Hebblinck,Marcel Dubois,MA-subj,1
Charles Hebblinck,Maurice Fraikin,MA-subj,1
Charles Hebblinck,Oscar Biltiau,MA-subj,1
Charles Hebblinck,Philippe Deroy,MA-subj,1
Charles Hebblinck,Pol Hainaut,MA-subj,1
Charles Hebblinck,Pol Romain,MA-subj,1
Charles Hebblinck,René Calés,MA-subj,1
Charles Hebblinck,René Ponly,MA-subj,1
Charles Hebblinck,Van Campenhout,MA-subj,1
Charles Hebblinck,Van Loo,MA-subj,1
Charles Hebblinck,Victor Duquesne,MA-subj,1
Charles Hebblinck,docteur Huisman,MA-subj,1
Charles Peggy,De Marchi,MineSouriante,1
Charles Peggy,Degroux,MineSouriante,2
Charles Peggy,Denise Beeli,MineSouriante,1
Charles Peggy,Ferdinand Janson,MineSouriante,1
Charles Peggy,Gaston Chandry,MineSouriante,1
Charles Peggy,Gosset,MineSouriante,2
Charles Peggy,Hellemans,MineSouriante,2
Charles Peggy,Henderyckx,MineSouriante,2
Charles Peggy,Henri Lemaire,MineSouriante,2
Charles Peggy,Hovine,MineSouriante,2
Charles Peggy,Jean Ancia,MineSouriante,2
Charles Peggy,Jean Dratz,MineSouriante,1
Charles Peggy,Jean-Emile,MineSouriante,1
Charles Peggy,Jules Lempereur,MineSouriante,2
Charles Peggy,Jules-Marie Canneel,MineSouriante,2
Charles Peggy,Keymolen,MineSouriante,1
Charles Peggy,Leane,MineSouriante,1
Charles Peggy,Lily Bourget,MineSouriante,1
Charles Peggy,Louis Lou,MineSouriante,1
Charles Peggy,Louis Piérard,MineSouriante,1
Charles Peggy,Mady Purnode,MineSouriante,1
Charles Peggy,Marcel Antoine,MineSouriante,2
Charles Peggy,Mister Van,MineSouriante,2
Charles Peggy,Mlle Suzy Lova,MineSouriante,1
Charles Peggy,Mlle Votron,MineSouriante,1
Charles Peggy,Nie,MineSouriante,1
Charles Peggy,Paul Leclercq,MineSouriante,1
Charles Peggy,Permeke,MineSouriante,1
Charles Peggy,Rali,MineSouriante,2
Charles Peggy,Ray Ber,MineSouriante,1
Charles Peggy,Ray Mu,MineSouriante,1
Charles Peggy,Richard Dupierreux,MineSouriante,2
Charles Peggy,Sander Pierron,MineSouriante,1
Charles Peggy,Scouflaire,MineSouriante,1
Charles Peggy,Slagmolen,MineSouriante,2
Charles Peggy,Tony Stiasteny,MineSouriante,1
Charles Peggy,Van Beuren,MineSouriante,1
Charles Peggy,Van Cleemput,MineSouriante,1
Charles Peggy,Vanderstraeten,MineSouriante,1
Charles Peggy,Victor 'T Sas,MineSouriante,2
Charles Peggy,Victor Duquesne,MineSouriante,1
Charles Peggy,Vossart,MineSouriante,1
Charles Peggy,Wilcar,MineSouriante,2
Charles Profiter,Christiane Eymael,MA-subj,1
Charles Profiter,Clavert,MA-subj,1
Charles Profiter,Delsemme,MA-subj,1
Charles Profiter,Denise Beeremans,MA-subj,1
Charles Profiter,Emile Boas,MA-subj,1
Charles Profiter,Fernand Blum,MA-subj,1
Charles Profiter,Fontaine,MA-subj,1
Charles Profiter,Geerts,MA-subj,1
Charles Profiter,Georges Antoine,MA-subj,1
Charles Profiter,Germain Ajoux,MA-subj,1
Charles Profiter,Geroday,MA-subj,1
Charles Profiter,Herman Bossaerts,MA-subj,1
Charles Profiter,Hélène 'T Sas,MA-subj,1
Charles Profiter,Jacqueline Moerman,MA-subj,1
Charles Profiter,Jeanne Tastenoye,MA-subj,1
Charles Profiter,Joseph De Lombaert,MA-subj,1
Charles Profiter,Jules Lempereur,MA-subj,1
Charles Profiter,Leflot,MA-subj,1
Charles Profiter,Levacque,MA-subj,1
Charles Profiter,Marcel Antoine,MA-subj,2
Charles Profiter,Mathieu,MA-subj,1
Charles Profiter,Nelly Coupez,MA-subj,1
Charles Profiter,Odette Lhost,MA-subj,1
Charles Profiter,P. Polof,MA-subj,1
Charles Profiter,Rali,MA-subj,1
Charles Profiter,Raymond Rypens-Verhassel,MA-subj,1
Charles Profiter,René Calés,MA-subj,1
Charles Profiter,René Verbrugghen,MA-subj,1
Charles Profiter,Ressier,MA-subj,1
Charles Profiter,Réne Ramlot,MA-subj,1
Charles Profiter,Siccard,MA-subj,1
Charles Profiter,Simonne Jacquet,MA-subj,1
Charles Profiter,Tasson,MA-subj,1
Charles Profiter,Van Ingelghem,MA-subj,2
Charles Profiter,Victor Duquesne,MA-subj,1
Charles Profiter,Vlotor Siccard,MA-subj,1
Charles Profiter,Williot,MA-subj,1
Charles Profiter,Willy Jacques,MA-subj,1
Charles Tutelier,Fernand Servais,MineSouriante,1
Charles Tutelier,Georges Rex,MineSouriante,1
Charles Tutelier,Jules-Marie Canneel,MineSouriante,1
Charles Tutelier,Marcel Antoine,MineSouriante,1
Charles Tutelier,Neuray,MineSouriante,1
Charles Tutelier,P. Polof,MineSouriante,1
Charles Tutelier,Paul Nayaert,MineSouriante,1
Charles Tutelier,Van Oost,MineSouriante,1
Christian,Coco Lulu,MA-subj,1
Christian,Céel,MA-subj,1
Christian,Fernand Servais,MA-subj,1
Christian,Fursy,MA-subj,1
Christian,George Garnir,MA-subj,1
Christian,Henry Enthoven,MA-subj,1
Christian,Hélène Lefèvre,MA-subj,1
Christian,Jacques Lippe,MA-subj,1
Christian,Jean d'Osta,MA-subj,1
Christian,Jef Kazak,MA-subj,1
Christian,Kervyn de Marcke ten Driesche,MA-subj,1
Christian,Marcel Antoine,MA-subj,1
Christian,Marcel Lefèvre,MA-subj,1
Christian,Rina Ketty,MA-subj,1
Christian,Robert Carlier,MA-subj,1
Christian,Roméo Cariés,MA-subj,1
Christian,Yvonne Sarcey,MA-subj,1
Christian,Zappy Max,MA-subj,1
Christiane Eymael,Clavert,MA-subj,1
Christiane Eymael,Coets,MA-subj,1
Christiane Eymael,Deleener,MA-subj,1
Christiane Eymael,Denise Beeremans,MA-subj,1
Christiane Eymael,Eggelpoels,MA-subj,1
Christiane Eymael,Esther Manheimer,MA-subj,1
Christiane Eymael,Firmin Baes,MA-subj,1
Christiane Eymael,Fontaine,MA-subj,1
Christiane Eymael,Georges Antoine,MA-subj,1
Christiane Eymael,Germaine Beersman,MA-subj,1
Christiane Eymael,Geroday,MA-subj,1
Christiane Eymael,Hélène 'T Sas,MA-subj,1
Christiane Eymael,Jacqueline Moerman,MA-subj,1
Christiane Eymael,Jeanne Tastenoye,MA-subj,1
Christiane Eymael,Jules Lempereur,MA-subj,1
Christiane Eymael,Levacque,MA-subj,1
Christiane Eymael,Liébaut,MA-subj,1
Christiane Eymael,Lucien Hirsch,MA-subj,1
Christiane Eymael,Marcel Antoine,MA-subj,2
Christiane Eymael,Marcel RootHoofd,MA-subj,1
Christiane Eymael,Marcelle Vandesande,MA-subj,1
Christiane Eymael,Mathieu,MA-subj,1
Christiane Eymael,Mendel,MA-subj,1
Christiane Eymael,Natan,MA-subj,1
Christiane Eymael,Nelly Coupez,MA-subj,1
Christiane Eymael,Odette Lhost,MA-subj,1
Christiane Eymael,P. Polof,MA-subj,1
Christiane Eymael,Pimparé,MA-subj,1
Christiane Eymael,Raymond Rypens-Verhassel,MA-subj,2
Christiane Eymael,Raymonde Herlin,MA-subj,1
Christiane Eymael,René Calés,MA-subj,1
Christiane Eymael,Ressier,MA-subj,1
Christiane Eymael,Robert Boxus,MA-subj,1
Christiane Eymael,Robert Goffin,MA-subj,1
Christiane Eymael,Réne Ramlot,MA-subj,2
Christiane Eymael,Siccard,MA-subj,2
Christiane Eymael,Simonne Jacquet,MA-subj,1
Christiane Eymael,Suzanne Chklar-Matton,MA-subj,1
Christiane Eymael,Van Ingelghem,MA-subj,1
Christiane Eymael,Van Speybroeck,MA-subj,1
Christiane Eymael,Van Straeten,MA-subj,1
Christiane Eymael,Vlotor Siccard,MA-subj,1
Christiane Eymael,Willy Jacques,MA-subj,1
Christiane Laude,Ferdinand Janson,MineSouriante,1
Christiane Laude,G.,MineSouriante,1
Christiane Laude,Geo Vermeire,MineSouriante,1
Christiane Laude,Henri Lemaire,MineSouriante,1
Christiane Laude,Jean-Leo,MineSouriante,1
Christiane Laude,Louis Van Cutsem,MineSouriante,1
Christiane Laude,Marcel Antoine,MineSouriante,1
Christiane Laude,Max Servais,MineSouriante,1
Christiane Laude,Raoul Janssen,MineSouriante,1
Christoffel,Daniel Regnier,MA-subj,1
Christoffel,Emile Ressler,MA-subj,1
Christoffel,Franz Dezwaef,MA-subj,1
Christoffel,G.,MA-subj,1
Christoffel,Gerlache,MA-subj,1
Christoffel,Himeleers,MA-subj,1
Christoffel,Jean De Smet,MA-subj,1
Christoffel,Jesset,MA-subj,1
Christoffel,Joachim,MA-subj,1
Christoffel,L. Georges,MA-subj,1
Christoffel,Mandalle,MA-subj,1
Christoffel,Marcel Antoine,MA-subj,1
Christoffel,Maurice Verschueren,MA-subj,1
Christoffel,Mme G. Kinon,MA-subj,1
Christoffel,Philo Regnier,MA-subj,1
Christoffel,René Piccolo,MA-subj,1
Christoffel,Rickal,MA-subj,1
Christoffel,Robert Just,MA-subj,1
Christoffel,Van Beneden,MA-subj,1
Chrysobale Nipserc,Dolf Ledel,MineSouriante,1
Chrysobale Nipserc,Edmond Patris,MineSouriante,1
Chrysobale Nipserc,Eleuthère-Pancrace Cucuchin Panch,MineSouriante,1
Chrysobale Nipserc,Firmin Baes,MineSouriante,1
Chrysobale Nipserc,George Garnir,MineSouriante,1
Chrysobale Nipserc,Gustave Van Zype,MineSouriante,1
Chrysobale Nipserc,Hamar,MineSouriante,1
Chrysobale Nipserc,Longugus,MineSouriante,1
Chrysobale Nipserc,Louis Nossam,MineSouriante,1
Chrysobale Nipserc,Marcel Antoine,MineSouriante,1
Chrysobale Nipserc,Mary Gasparoli,MineSouriante,1
Chrysobale Nipserc,Maurice Duwaerts,MineSouriante,1
Chrysobale Nipserc,Paul Nayaert,MineSouriante,1
Chrysobale Nipserc,Philippe Swyncop,MineSouriante,1
